index,split,img_path,mask_path
117,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (117).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_117.png
118,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (118).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_118.png
121,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (121).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_121.png
122,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (122).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_122.png
123,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (123).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_123.png
124,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (124).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_124.png
125,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (125).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_125.png
127,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (127).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_127.png
129,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (129).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_129.png
131,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (131).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_131.png
132,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (132).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_132.png
133,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (133).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_133.png
134,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (134).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_134.png
135,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (135).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_135.png
136,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (136).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_136.png
137,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (137).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_137.png
139,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (139).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_139.png
140,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (140).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_140.png
141,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (141).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_141.png
142,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (142).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_142.png
144,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (144).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_144.png
145,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (145).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_145.png
146,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (146).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_146.png
147,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (147).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_147.png
148,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (148).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_148.png
149,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (149).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_149.png
150,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (150).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_150.png
151,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (151).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_151.png
152,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (152).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_152.png
153,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (153).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_153.png
154,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (154).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_154.png
155,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (155).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_155.png
157,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (157).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_157.png
163,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (163).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_163.png
165,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (165).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_165.png
166,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (166).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_166.png
167,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (167).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_167.png
168,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (168).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_168.png
169,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (169).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_169.png
170,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (170).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_170.png
171,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (171).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_171.png
174,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (174).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_174.png
175,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (175).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_175.png
176,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (176).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_176.png
177,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (177).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_177.png
179,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (179).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_179.png
180,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (180).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_180.png
182,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (182).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_182.png
183,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (183).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_183.png
187,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (187).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_187.png
188,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (188).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_188.png
190,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (190).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_190.png
191,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (191).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_191.png
192,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (192).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_192.png
193,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (193).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_193.png
194,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (194).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_194.png
196,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (196).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_196.png
200,train,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (200).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_200.png
3,val,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (3).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_003.png
9,val,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (9).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_009.png
27,val,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (27).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_027.png
30,val,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (30).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_030.png
37,val,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (37).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_037.png
48,val,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (48).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_048.png
71,val,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (71).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_071.png
73,val,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (73).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_073.png
91,val,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (91).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_091.png
95,val,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (95).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_095.png
103,val,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (103).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_103.png
106,val,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (106).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_106.png
107,val,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (107).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_107.png
108,val,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (108).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_108.png
114,val,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (114).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_114.png
116,val,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (116).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_116.png
119,val,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (119).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_119.png
120,val,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (120).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_120.png
128,val,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (128).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_128.png
130,val,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (130).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_130.png
138,val,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (138).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_138.png
143,val,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (143).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_143.png
156,val,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (156).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_156.png
158,val,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (158).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_158.png
162,val,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (162).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_162.png
164,val,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (164).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_164.png
172,val,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (172).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_172.png
178,val,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (178).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_178.png
181,val,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (181).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_181.png
184,val,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (184).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_184.png
186,val,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (186).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_186.png
189,val,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (189).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_189.png
195,val,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (195).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_195.png
197,val,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (197).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_197.png
198,val,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (198).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_198.png
199,val,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Original_Benign\benign_Adjusted (199).png,C:\Users\Sohyun Kang\PycharmProjects\smtask\MT-Small-Dataset\Benign\Ground_Truth_Benign\pixelLabel_199.png
