index,split,img_path,mask_path
115,val,MT-Small-Dataset/Benign/Original_Benign/benign_Adjusted (115).png,MT-Small-Dataset/Benign/Ground_Truth_Benign/pixelLabel_115.png
118,val,MT-Small-Dataset/Benign/Original_Benign/benign_Adjusted (118).png,MT-Small-Dataset/Benign/Ground_Truth_Benign/pixelLabel_118.png
121,val,MT-Small-Dataset/Benign/Original_Benign/benign_Adjusted (121).png,MT-Small-Dataset/Benign/Ground_Truth_Benign/pixelLabel_121.png
125,val,MT-Small-Dataset/Benign/Original_Benign/benign_Adjusted (125).png,MT-Small-Dataset/Benign/Ground_Truth_Benign/pixelLabel_125.png
131,val,MT-Small-Dataset/Benign/Original_Benign/benign_Adjusted (131).png,MT-Small-Dataset/Benign/Ground_Truth_Benign/pixelLabel_131.png
133,val,MT-Small-Dataset/Benign/Original_Benign/benign_Adjusted (133).png,MT-Small-Dataset/Benign/Ground_Truth_Benign/pixelLabel_133.png
135,val,MT-Small-Dataset/Benign/Original_Benign/benign_Adjusted (135).png,MT-Small-Dataset/Benign/Ground_Truth_Benign/pixelLabel_135.png
137,val,MT-Small-Dataset/Benign/Original_Benign/benign_Adjusted (137).png,MT-Small-Dataset/Benign/Ground_Truth_Benign/pixelLabel_137.png
141,val,MT-Small-Dataset/Benign/Original_Benign/benign_Adjusted (141).png,MT-Small-Dataset/Benign/Ground_Truth_Benign/pixelLabel_141.png
144,val,MT-Small-Dataset/Benign/Original_Benign/benign_Adjusted (144).png,MT-Small-Dataset/Benign/Ground_Truth_Benign/pixelLabel_144.png
146,val,MT-Small-Dataset/Benign/Original_Benign/benign_Adjusted (146).png,MT-Small-Dataset/Benign/Ground_Truth_Benign/pixelLabel_146.png
149,val,MT-Small-Dataset/Benign/Original_Benign/benign_Adjusted (149).png,MT-Small-Dataset/Benign/Ground_Truth_Benign/pixelLabel_149.png
166,val,MT-Small-Dataset/Benign/Original_Benign/benign_Adjusted (166).png,MT-Small-Dataset/Benign/Ground_Truth_Benign/pixelLabel_166.png
171,val,MT-Small-Dataset/Benign/Original_Benign/benign_Adjusted (171).png,MT-Small-Dataset/Benign/Ground_Truth_Benign/pixelLabel_171.png
175,val,MT-Small-Dataset/Benign/Original_Benign/benign_Adjusted (175).png,MT-Small-Dataset/Benign/Ground_Truth_Benign/pixelLabel_175.png
176,val,MT-Small-Dataset/Benign/Original_Benign/benign_Adjusted (176).png,MT-Small-Dataset/Benign/Ground_Truth_Benign/pixelLabel_176.png
187,val,MT-Small-Dataset/Benign/Original_Benign/benign_Adjusted (187).png,MT-Small-Dataset/Benign/Ground_Truth_Benign/pixelLabel_187.png
194,val,MT-Small-Dataset/Benign/Original_Benign/benign_Adjusted (194).png,MT-Small-Dataset/Benign/Ground_Truth_Benign/pixelLabel_194.png
196,val,MT-Small-Dataset/Benign/Original_Benign/benign_Adjusted (196).png,MT-Small-Dataset/Benign/Ground_Truth_Benign/pixelLabel_196.png
